"ID","Destination URL","Short URL","Slashtag","Total Clicks","Title/Label","Redirect Code","Password","Created At (UTC)"
"83319056","https://www.amazon.com.mx/Ultra-Explorer-extensi%C3%B3n-retr%C3%A1ctil-resistente/dp/B0BWDRYMYC/ref=sr_1_3?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1LUT1BTS35Y6U&dib=eyJ2IjoiMSJ9.QvJSxSyuAmWZ6i9S4Sl4wJYCSKBdsn82HFbeIl3NpA40ydAADgQ0sRgKNKAPwtDEmf7UUcwQQtKCcQR8M4_Kh-QYnwW7Vq_o6LuzdADl4TG47qVkrJ6MgoDqspQxytDtjDtVRm4O9y-N1Uq85D544FpI7eb_EiOvSKRFdlP70wXI4ZO_1hxLmYQXg15cZ_NUZG5GKZ2XoDIJjQKBV_l0UZmmLXjrdcHvSmThBtnqu_ZU9LpsICZTry-gY5xHCIjy6Mpw9Nsm1Kw4rnDBfqu7oZyMWWhH7vp9eA5GWrl5Mn8.M_sXhF4mvIjFghBd-Npf6hIxk5eivFlRdhV28_pXUGg&dib_tag=se&keywords=Extension+retraible&qid=1730763482&sprefix=extension+retraible%2Caps%2C168&sr=8-3&ufe=app_do%3Aamzn1.fos.0756ff71-cd49-4f74-b79d-989957bd849e","https://t2m.io/HJzmb8M","HJzmb8M","2 ","Extension retraible","301","","2024-11-04 23:38:36"
"83319613","https://www.amazon.com.mx/HUAWEI-M-Pencil-Incluido-Superbater%C3%ADa-Bluetooth/dp/B0D812YYJJ/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2ITR6LU0V2YCH&dib=eyJ2IjoiMSJ9.aJZVRy0bB_KIyLuXRdZG2NE4lEI540doZE8RLelt0GFsXcCQCkRBroKijbpSFwD1InrxswbythZkrFbIfdzs_lTBDCdFrHu8kMXcjI4XsupSqBCc8kGvLjteOPSDL757lz1z1w-ckPFroRNC3GhwhmmErisWCtKpjuVi8Y1JqmXdU3jkVXCh4mtB-p56j2iwdCQQuZuV-YrMRvXTLDeb3qnnGZ9aJtoNdG9jV8AsRmaQJLj0yXabiwzFTw5Y5YML6hjzneneFByWESnaAhCAifYFzj7FtN9koAWQqjaCCaA.5cK_0BGjXyWyza7jMLFb8GTlEz4Ns4oO_tcRlR3RKA4&dib_tag=se&keywords=tablet%2Bcon%2Bpluma&qid=1730764899&sprefix=tablet%2Bcon%2Bpluma%2Caps%2C162&sr=8-1&ufe=app_do%3Aamzn1.fos.709e624a-cf89-43d6-ada3-7117189c8ad8&th=1","https://t2m.io/BoPkEP8","BoPkEP8","2 ","Tablet con pluma Recepción","301","","2024-11-05 00:02:36"
"83319931","https://www.amazon.com.mx/NEEWER-X12B-Teleprompter-Compatible-Transmisi%C3%B3n/dp/B0CV3M9GPJ/ref=sr_1_3_sspa?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=YVTG20YBMMRN&dib=eyJ2IjoiMSJ9.8f7B8hdDmU-hUjNluxZpvLwbHkR9zWcYO8MITq-4OH21TaQwKrGBiHEItUlLI7FJ1Ad0OY7P5Gt-RS-MHCEx3kXOb2Sf2ArOVq6et7Gfelpqa8APyla46mtmF66woIG7-N_NiJlMOKWhoM5k5TAiRtm-vHb5rp_1mvWjGITIYlIsg6C8cU7UCtqC7pBzn4llhB4tmdaqiTVLh1Um8rOCggCl7NLyhnz0ZvgXjlPds6YH6vQvG-EEU-vViDhDroxSvDfbGBlYiWQ12bIhLb8Rj6H-ZFaT5wSH9SglkVF-ZS8.QUfg4jK6L49MsvRlJr-Jv4xQyFpNHzPVOZvr56Kkao4&dib_tag=se&keywords=teleprompter+ipad+8&qid=1730765268&sprefix=teleprompter+ipad+8%2Caps%2C369&sr=8-3-spons&ufe=app_do%3Aamzn1.fos.0756ff71-cd49-4f74-b79d-989957bd849e&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1","https://t2m.io/Aiag5NY","Aiag5NY","6 ","Teleprompter ipad 8","301","","2024-11-05 00:08:17"
"83320010","https://www.amazon.com.mx/Rode-Rodecaster-Pro-II-producci%C3%B3n/dp/B0B17V8NGX/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2U5FOX9820XGO&dib=eyJ2IjoiMSJ9.w8R_yysy38DhwdC8ztyuA1zp5YQk6Udpu_N4u6ajQh05DiTlT0mb9WDOWB4E5Of0pn4oQ6RdelTyO4S-UCxf3HbWmOSrzYYZ9fMNvnXaA3eTRI4WjorPS1ACqXPh-1aaUGJpzi81cEuzH_77h0FotTu4quEXUua6zT1yg-8dVXDsxi-SQBJGKwvJEWxVHGm52RgXt5hBJohidvdA1jhBr_oGmwRnvCDO-mLPaowwsho2dxxbxr00fuCVb229ZU0n3yUDZ3O7UV99be2mAKbW2YO465bdWjxuf6fNGrh-1jc.a1kOBefR3cqUyHmuVRj4tV7mS0GtFCZorLRAteH3Jmc&dib_tag=se&keywords=rodecaster%2Bpro%2B2&qid=1730765354&sprefix=rodecaster%2Bpro%2B2%2Caps%2C161&sr=8-1&ufe=app_do%3Aamzn1.fos.f692f78b-157c-4a5e-9f23-65555b3d6469&th=1","https://t2m.io/Stw2xBz","Stw2xBz","1 ","Rodecaster Pro 2","301","","2024-11-05 00:09:45"
"83320820","https://www.amazon.com.mx/Viewsonic-Proyector-autom%C3%A1tico-Streaming-PX701-4K/dp/B08L9SM2DK/ref=sr_1_13?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3GD47XHYPKC2N&dib=eyJ2IjoiMSJ9.gPu7iF5qp6QCOg7kH5CVhVA0WkaajTcVOgTGtrsaVWDzQkS2xVJsXz7F1e9izrAeKEBQnOooRpD3rukCtW7KRqPZTwmynmgfbvbflk5ACw-dr6cTYu2Y6EzvrqBzU3pAQJzugrrgjDnSZmb5S1zU1JSjxTluQxOyEy6uTCuEqam7aeyflv1CrquthiYPygbu7PGod1JIrUW8KaMG9NWYTihgOxhYDPLIarv1QA8vapTHOVVW3EdZ1IlJ3HwutuFoHQBBOX3ND3tqjL-Tgu-y4CDzYj6w936U0xQIAvWHfgw.bSQxPXFILrLDnP_ySkLviLYu55WcqDiqgFD8bKf0QBg&dib_tag=se&keywords=proyector%2B4k%2B60%2Bhz&qid=1730767023&refinements=p_n_feature_eleven_browse-bin%3A30298633011&rnid=30298611011&s=electronics&sprefix=proyector%2B4k%2B60%2Bhz%2Caps%2C126&sr=1-13&th=1","https://t2m.io/qcZbecv","qcZbecv","1 ","Proyector 4k","301","","2024-11-05 00:38:15"
"83320953","https://www.amazon.com.mx/Epson-Proyector-transmisi%C3%B3n-Inteligente-reacondicionado/dp/B0CQ3FFY5J/ref=sr_1_2?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3GD47XHYPKC2N&dib=eyJ2IjoiMSJ9.gPu7iF5qp6QCOg7kH5CVhVA0WkaajTcVOgTGtrsaVWDzQkS2xVJsXz7F1e9izrAeKEBQnOooRpD3rukCtW7KRqPZTwmynmgfbvbflk5ACw-dr6cTYu2Y6EzvrqBzU3pAQJzugrrgjDnSZmb5S1zU1JSjxTluQxOyEy6uTCuEqam7aeyflv1CrquthiYPygbu7PGod1JIrUW8KaMG9NWYTihgOxhYDPLIarv1QA8vapTHOVVW3EdZ1IlJ3HwutuFoHQBBOX3ND3tqjL-Tgu-y4CDzYj6w936U0xQIAvWHfgw.bSQxPXFILrLDnP_ySkLviLYu55WcqDiqgFD8bKf0QBg&dib_tag=se&keywords=proyector+4k+60+hz&qid=1730767023&refinements=p_n_feature_eleven_browse-bin%3A30298633011&rnid=30298611011&s=electronics&sprefix=proyector+4k+60+hz%2Caps%2C126&sr=1-2","https://t2m.io/XzcX1F7","XzcX1F7","0 ","Proyector 4k B","301","","2024-11-05 00:43:49"
"83321025","https://www.amazon.com.mx/Tocadiscos-giratorios-fotograf%C3%ADa-plataforma-visualizaci%C3%B3n/dp/B094NPBTCP/ref=sr_1_3?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=20BJGNGMO59LM&dib=eyJ2IjoiMSJ9.9k7n1Ml3CY2D0YAUUMumY7eFq9y2D9ietWiw7Rw6aOJg2h5Rn5MgEUoItjzrdk6k0jGO-q2YdxVFHSgd19zhXKLldqICXGCc_gya5aEpB-fyp4aGXUnlIW1F26XWrAYwqSCzTpN-YfA9ZYpL2vn72OzF4i0BEapqp6PxyOhcQ5a-y_wlYrTPSZr4GXywvOZ3kBPWXhbGGYMbkG-FoYlAB9GBCATGwryKl-LH3AWQPFpYaZoBeCbRMh3JjZWZkzW92LtdXp8GLQPxjW3uJdbHCZVNH7i8jHEEWMZUOsMIRFo.LeQXayyCY6-PF9_7fTb1i9OzB7GjZZ6E6-ca7tQlovU&dib_tag=se&keywords=plataforma%2Bgiratoria%2B100kg&qid=1730767348&s=electronics&sprefix=plataforma%2Bgiratoria%2B100%2Bkg%2Celectronics%2C208&sr=1-3&ufe=app_do%3Aamzn1.fos.0756ff71-cd49-4f74-b79d-989957bd849e&th=1","https://t2m.io/J3e2UnC","J3e2UnC","4 ","Tornamesa Principal","301","","2024-11-05 00:50:04"
"83321036","https://www.amazon.com.mx/Plataforma-giratoria-exhibici%C3%B3n-superficie-giratorio/dp/B088WZQ3HS/ref=sr_1_27_sspa?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=20BJGNGMO59LM&dib=eyJ2IjoiMSJ9.9k7n1Ml3CY2D0YAUUMumY7eFq9y2D9ietWiw7Rw6aOJg2h5Rn5MgEUoItjzrdk6k0jGO-q2YdxVFHSgd19zhXKLldqICXGCc_gya5aEpB-fyp4aGXUnlIW1F26XWrAYwqSCzTpN-YfA9ZYpL2vn72OzF4i0BEapqp6PxyOhcQ5a-y_wlYrTPSZr4GXywvOZ3kBPWXhbGGYMbkG-FoYlAB9GBCATGwryKl-LH3AWQPFpYaZoBeCbRMh3JjZWZkzW92LtdXp8GLQPxjW3uJdbHCZVNH7i8jHEEWMZUOsMIRFo.LeQXayyCY6-PF9_7fTb1i9OzB7GjZZ6E6-ca7tQlovU&dib_tag=se&keywords=plataforma+giratoria+100kg&qid=1730767348&s=electronics&sprefix=plataforma+giratoria+100+kg%2Celectronics%2C208&sr=1-27-spons&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1","https://t2m.io/ZjD1ESa","ZjD1ESa","2 ","Tornamesa Joyeria Espejo","301","","2024-11-05 00:50:38"
"83321077","https://www.amazon.com.mx/Ausein-Multicontacto-Extension-Electrica-Extensi%C3%B3n/dp/B0C8TD6HXP/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2R33P1OH40QD3&dib=eyJ2IjoiMSJ9.GwbWnpG95yzBg1h6NIFjSpU9oDxOAQfVQpqmG6R7IdhvMmO94z_aKHogyj_3XVk8oyX6cp30uKmLtDko4f-FYOKTbXZQI8aDVAl40ffkB41dvog5LR4lyXmkzF-G2atAbw8y17sK9o1eK6CWEGC-90gdYEQrnN8vAulvg55nfTH6q__Z9-Wqh046qSStb7M4PlONSlxJrJuWRCLZXDmGnPuacql-IDmY3RU8M3ytFj1NdoaoxtIl5d3COAubxlI1U5kzZTX_dCH7MzoiST2Aj536l_mYgofrx22enSuJ5Qk.iHh2NiasoWc0On5rt2LuSs0FCFGlgJW2nFxDktM4f3A&dib_tag=se&keywords=barra%2Bde%2Bcontactos%2Bcon%2Busb&qid=1730767935&sprefix=barra%2Bde%2Bcontactos%2Bcon%2Busb%2Caps%2C137&sr=8-1&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b&th=1","https://t2m.io/6Z8Va77","6Z8Va77","5 ","Multicontactos","301","","2024-11-05 00:54:54"
"83321298","https://www.amazon.com.mx/Marcadores-borrado-Cincel-Vibrant-16-Count/dp/B00UHUJ2QG/ref=sr_1_1?crid=3OD2OFI2P5PYT&dib=eyJ2IjoiMSJ9.rSc2pPuRctTEOl53RXZaJd0DCfphC9LXMU1KKvPSJlFeGrkdyR4-bGo5QUGaygg1v5wHh7f6ijQfJ_6PkN4tux4lGRvrMvimMR2hXhtmANy6kBSFCH786uhtXOvobMLjNtf6PtZGr1ZUaxOs0GJSlsBTfrL8KWgd1kcZ6eQ9yaXi_gP_3fK_b3ADH-Ts47VE4XQ5nF0qg3bjV_bFEdS_bq5Y6pPv93ZK5bv1HmelqOFEPT-X-LCgqG5uGilvQKs5Xq-_V_8bimAJgnEtTKuZeDZZ0kfXck3KQv52bRszoCc.zOc623HysjjUpSWUcQ-Ujt13UFJjiItjDehPJWWcE9A&dib_tag=se&keywords=plumones+borrado+en+seco&qid=1730768415&sprefix=Plumones+borrado+en+%2Caps%2C145&sr=8-1&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b","https://t2m.io/D4yT6Mp","D4yT6Mp","3 ","Borrador en seco","301","","2024-11-05 01:00:56"
"83321658","https://www.amazon.com.mx/Raganet-Plumones-Marcadores-Profesional-Diferentes/dp/B0BWKGCPY1/ref=sr_1_2?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1BKLZQO31DEET&dib=eyJ2IjoiMSJ9.twOF_Hsz6FOnwOMZhfsbihapsB500YXxrfNoGiM72GmxqlxyOMQWabjvs-EovAYi4eJ-E48Pwk62u81szJpg9Wmp7hPDtnIAG3kmhKCpe3OuGkiENSvERpPRfnIa2KPZmGt1Zmny87WknwTf1dQzEo007baSmhoYtvhluh5GRx7hyFKSpgsx354QXAcccNdsFpfWlaoLRzgSN2YNHZxsYuiyrTTC6Nxp1hDqtMm56EsLWdU7VjHhHgd0z3Xjp1awXuwZEAq4fEs9Z8dKXYK18Lz1USqQAt0jFw1hMNfTxCw.ImktdUs_HThmQf1afEsbgJlHe3vsawHH1WI7QQ8_z7Q&dib_tag=se&keywords=Plumones&qid=1730768301&sprefix=plumones%2Caps%2C187&sr=8-2&ufe=app_do%3Aamzn1.fos.de93fa6a-174c-4df7-be7c-5bc8e9c5a71b","https://t2m.io/4DR4qOO","4DR4qOO","2 ","Plumones General","301","","2024-11-05 01:02:25"
"83322507","https://www.bhphotovideo.com/c/product/1606022-REG/auray_bp_59a_5_section_aluminum_boom_pole.html","https://t2m.io/F1uBQFk","F1uBQFk","3 ","Boom Pole","301","","2024-11-05 01:17:45"
"83322576","https://www.bhphotovideo.com/c/product/1686673-REG/godox_tl120_rgb_tube_light.html","https://t2m.io/W1F2YJk","W1F2YJk","2 ","Barra Luz Godox","301","","2024-11-05 01:21:44"
